ts,fuel,mw
2026-09-19 17:05:00,nuclear,28185.563
2026-09-19 17:05:00,bituminous_coal,23217.207
2026-09-19 17:05:00,lng,15728.185
2026-09-19 17:05:00,renewable,4978.537
2026-09-19 17:05:00,hydro,800.274
2026-09-19 17:05:00,oil,234.167
2026-09-19 17:05:00,anthracite,70.156
2026-09-19 17:05:00,solar,4855.847
2026-09-19 17:05:00,pumped,2282.368
2026-09-19 17:10:00,nuclear,28118.888
2026-09-19 17:10:00,bituminous_coal,23106.803
2026-09-19 17:10:00,lng,15685.136
2026-09-19 17:10:00,renewable,4944.101
2026-09-19 17:10:00,hydro,852.291
2026-09-19 17:10:00,oil,284.343
2026-09-19 17:10:00,anthracite,32.72
2026-09-19 17:10:00,solar,4723.131
2026-09-19 17:10:00,pumped,2265.087
2026-09-19 17:15:00,nuclear,28077.94
2026-09-19 17:15:00,bituminous_coal,23106.853
2026-09-19 17:15:00,lng,15637.639
2026-09-19 17:15:00,renewable,4968.165
2026-09-19 17:15:00,hydro,798.783
2026-09-19 17:15:00,oil,278.092
2026-09-19 17:15:00,anthracite,83.179
2026-09-19 17:15:00,solar,4589.357
2026-09-19 17:15:00,pumped,2247.204
2026-09-19 17:20:00,nuclear,27967.608
2026-09-19 17:20:00,bituminous_coal,23033.986
2026-09-19 17:20:00,lng,15594.219
2026-09-19 17:20:00,renewable,4901.306
2026-09-19 17:20:00,hydro,844.495
2026-09-19 17:20:00,oil,243.468
2026-09-19 17:20:00,anthracite,107.132
2026-09-19 17:20:00,solar,4454.588
2026-09-19 17:20:00,pumped,2228.728
2026-09-19 17:25:00,nuclear,27882.308
2026-09-19 17:25:00,bituminous_coal,22941.082
2026-09-19 17:25:00,lng,15637.15
2026-09-19 17:25:00,renewable,4891.158
2026-09-19 17:25:00,hydro,802.367
2026-09-19 17:25:00,oil,266.943
2026-09-19 17:25:00,anthracite,57.039
2026-09-19 17:25:00,solar,4318.889
2026-09-19 17:25:00,pumped,2209.667
2026-09-19 17:30:00,nuclear,27866.884
2026-09-19 17:30:00,bituminous_coal,22887.223
2026-09-19 17:30:00,lng,15533.043
2026-09-19 17:30:00,renewable,4876.402
2026-09-19 17:30:00,hydro,775.212
2026-09-19 17:30:00,oil,223.952
2026-09-19 17:30:00,anthracite,50.06
2026-09-19 17:30:00,solar,4182.324
2026-09-19 17:30:00,pumped,2190.03
2026-09-19 17:35:00,nuclear,27751.587
2026-09-19 17:35:00,bituminous_coal,22849.681
2026-09-19 17:35:00,lng,15532.537
2026-09-19 17:35:00,renewable,4942.313
2026-09-19 17:35:00,hydro,826.413
2026-09-19 17:35:00,oil,291.165
2026-09-19 17:35:00,anthracite,122.154
2026-09-19 17:35:00,solar,4044.958
2026-09-19 17:35:00,pumped,2169.827
2026-09-19 17:40:00,nuclear,27696.331
2026-09-19 17:40:00,bituminous_coal,22769.547
2026-09-19 17:40:00,lng,15466.005
2026-09-19 17:40:00,renewable,4858.86
2026-09-19 17:40:00,hydro,783.058
2026-09-19 17:40:00,oil,202.914
2026-09-19 17:40:00,anthracite,35.933
2026-09-19 17:40:00,solar,3906.857
2026-09-19 17:40:00,pumped,2149.067
2026-09-19 17:45:00,nuclear,27603.751
2026-09-19 17:45:00,bituminous_coal,22735.816
2026-09-19 17:45:00,lng,15422.356
2026-09-19 17:45:00,renewable,4897.359
2026-09-19 17:45:00,hydro,820.011
2026-09-19 17:45:00,oil,197.785
2026-09-19 17:45:00,anthracite,93.42
2026-09-19 17:45:00,solar,3768.087
2026-09-19 17:45:00,pumped,2127.76
2026-09-19 17:50:00,nuclear,27522.552
2026-09-19 17:50:00,bituminous_coal,22695.006
2026-09-19 17:50:00,lng,15441.395
2026-09-19 17:50:00,renewable,4911.421
2026-09-19 17:50:00,hydro,786.684
2026-09-19 17:50:00,oil,221.389
2026-09-19 17:50:00,anthracite,55.852
2026-09-19 17:50:00,solar,3628.713
2026-09-19 17:50:00,pumped,2105.916
2026-09-19 17:55:00,nuclear,27456.915
2026-09-19 17:55:00,bituminous_coal,22670.938
2026-09-19 17:55:00,lng,15329.019
2026-09-19 17:55:00,renewable,4856.009
2026-09-19 17:55:00,hydro,770.707
2026-09-19 17:55:00,oil,271.161
2026-09-19 17:55:00,anthracite,48.329
2026-09-19 17:55:00,solar,3488.802
2026-09-19 17:55:00,pumped,2083.546
2026-09-19 18:00:00,nuclear,27429.793
2026-09-19 18:00:00,bituminous_coal,22521.907
2026-09-19 18:00:00,lng,15359.504
2026-09-19 18:00:00,renewable,4847.478
2026-09-19 18:00:00,hydro,815.447
2026-09-19 18:00:00,oil,247.716
2026-09-19 18:00:00,anthracite,108.952
2026-09-19 18:00:00,solar,3348.42
2026-09-19 18:00:00,pumped,2060.66
2026-09-19 18:05:00,nuclear,27315.405
2026-09-19 18:05:00,bituminous_coal,22463.295
2026-09-19 18:05:00,lng,15308.984
2026-09-19 18:05:00,renewable,4808.723
2026-09-19 18:05:00,hydro,784.468
2026-09-19 18:05:00,oil,240.316
2026-09-19 18:05:00,anthracite,74.435
2026-09-19 18:05:00,solar,3207.635
2026-09-19 18:05:00,pumped,2037.27
2026-09-19 18:10:00,nuclear,27295.301
2026-09-19 18:10:00,bituminous_coal,22455.488
2026-09-19 18:10:00,lng,15203.624
2026-09-19 18:10:00,renewable,4763.893
2026-09-19 18:10:00,hydro,791.944
2026-09-19 18:10:00,oil,251.76
2026-09-19 18:10:00,anthracite,81.646
2026-09-19 18:10:00,solar,3066.512
2026-09-19 18:10:00,pumped,2013.385
2026-09-19 18:15:00,nuclear,27142.629
2026-09-19 18:15:00,bituminous_coal,22416.925
2026-09-19 18:15:00,lng,15206.235
2026-09-19 18:15:00,renewable,4800.026
2026-09-19 18:15:00,hydro,760.774
2026-09-19 18:15:00,oil,257.088
2026-09-19 18:15:00,anthracite,97.366
2026-09-19 18:15:00,solar,2925.12
2026-09-19 18:15:00,pumped,1989.019
2026-09-19 18:20:00,nuclear,27075.632
2026-09-19 18:20:00,bituminous_coal,22346.242
2026-09-19 18:20:00,lng,15107.151
2026-09-19 18:20:00,renewable,4820.521
2026-09-19 18:20:00,hydro,747.733
2026-09-19 18:20:00,oil,202.069
2026-09-19 18:20:00,anthracite,111.046
2026-09-19 18:20:00,solar,2783.526
2026-09-19 18:20:00,pumped,1964.181
2026-09-19 18:25:00,nuclear,27032.662
2026-09-19 18:25:00,bituminous_coal,22229.452
2026-09-19 18:25:00,lng,15110.321
2026-09-19 18:25:00,renewable,4728.396
2026-09-19 18:25:00,hydro,814.462
2026-09-19 18:25:00,oil,285.368
2026-09-19 18:25:00,anthracite,96.999
2026-09-19 18:25:00,solar,2641.797
2026-09-19 18:25:00,pumped,1938.885
2026-09-19 18:30:00,nuclear,26941.451
2026-09-19 18:30:00,bituminous_coal,22148.682
2026-09-19 18:30:00,lng,15079.598
2026-09-19 18:30:00,renewable,4781.206
2026-09-19 18:30:00,hydro,791.72
2026-09-19 18:30:00,oil,232.102
2026-09-19 18:30:00,anthracite,41.124
2026-09-19 18:30:00,solar,2500.0
2026-09-19 18:30:00,pumped,1913.142
2026-09-19 18:35:00,nuclear,26864.549
2026-09-19 18:35:00,bituminous_coal,22089.365
2026-09-19 18:35:00,lng,14971.466
2026-09-19 18:35:00,renewable,4691.932
2026-09-19 18:35:00,hydro,744.192
2026-09-19 18:35:00,oil,251.33
2026-09-19 18:35:00,anthracite,124.869
2026-09-19 18:35:00,solar,2358.203
2026-09-19 18:35:00,pumped,1886.964
2026-09-19 18:40:00,nuclear,26708.796
2026-09-19 18:40:00,bituminous_coal,21979.559
2026-09-19 18:40:00,lng,14950.7
2026-09-19 18:40:00,renewable,4763.703
2026-09-19 18:40:00,hydro,747.963
2026-09-19 18:40:00,oil,256.266
2026-09-19 18:40:00,anthracite,44.469
2026-09-19 18:40:00,solar,2216.474
2026-09-19 18:40:00,pumped,1860.365
2026-09-19 18:45:00,nuclear,26640.528
2026-09-19 18:45:00,bituminous_coal,21922.931
2026-09-19 18:45:00,lng,14878.223
2026-09-19 18:45:00,renewable,4742.118
2026-09-19 18:45:00,hydro,811.245
2026-09-19 18:45:00,oil,188.997
2026-09-19 18:45:00,anthracite,104.524
2026-09-19 18:45:00,solar,2074.88
2026-09-19 18:45:00,pumped,1833.355
2026-09-19 18:50:00,nuclear,26499.799
2026-09-19 18:50:00,bituminous_coal,21879.021
2026-09-19 18:50:00,lng,14786.601
2026-09-19 18:50:00,renewable,4669.987
2026-09-19 18:50:00,hydro,733.551
2026-09-19 18:50:00,oil,266.922
2026-09-19 18:50:00,anthracite,62.958
2026-09-19 18:50:00,solar,1933.488
2026-09-19 18:50:00,pumped,1805.949
2026-09-19 18:55:00,nuclear,26492.747
2026-09-19 18:55:00,bituminous_coal,21824.973
2026-09-19 18:55:00,lng,14739.851
2026-09-19 18:55:00,renewable,4637.684
2026-09-19 18:55:00,hydro,817.185
2026-09-19 18:55:00,oil,185.143
2026-09-19 18:55:00,anthracite,42.656
2026-09-19 18:55:00,solar,1792.365
2026-09-19 18:55:00,pumped,1778.16
2026-09-19 19:00:00,nuclear,26393.678
2026-09-19 19:00:00,bituminous_coal,21733.745
2026-09-19 19:00:00,lng,14712.386
2026-09-19 19:00:00,renewable,4683.397
2026-09-19 19:00:00,hydro,819.502
2026-09-19 19:00:00,oil,185.969
2026-09-19 19:00:00,anthracite,84.742
2026-09-19 19:00:00,solar,1651.58
2026-09-19 19:00:00,pumped,1750.0
2026-09-19 19:05:00,nuclear,26239.253
2026-09-19 19:05:00,bituminous_coal,21602.829
2026-09-19 19:05:00,lng,14652.025
2026-09-19 19:05:00,renewable,4631.746
2026-09-19 19:05:00,hydro,820.964
2026-09-19 19:05:00,oil,191.517
2026-09-19 19:05:00,anthracite,81.048
2026-09-19 19:05:00,solar,1511.198
2026-09-19 19:05:00,pumped,1721.483
2026-09-19 19:10:00,nuclear,26133.067
2026-09-19 19:10:00,bituminous_coal,21572.704
2026-09-19 19:10:00,lng,14628.831
2026-09-19 19:10:00,renewable,4599.348
2026-09-19 19:10:00,hydro,766.711
2026-09-19 19:10:00,oil,210.958
2026-09-19 19:10:00,anthracite,114.94
2026-09-19 19:10:00,solar,1371.287
2026-09-19 19:10:00,pumped,1692.623
2026-09-19 19:15:00,nuclear,26068.89
2026-09-19 19:15:00,bituminous_coal,21476.655
2026-09-19 19:15:00,lng,14584.148
2026-09-19 19:15:00,renewable,4632.008
2026-09-19 19:15:00,hydro,795.429
2026-09-19 19:15:00,oil,266.667
2026-09-19 19:15:00,anthracite,85.267
2026-09-19 19:15:00,solar,1231.913
2026-09-19 19:15:00,pumped,1663.433
2026-09-19 19:20:00,nuclear,25976.368
2026-09-19 19:20:00,bituminous_coal,21377.378
2026-09-19 19:20:00,lng,14519.084
2026-09-19 19:20:00,renewable,4602.652
2026-09-19 19:20:00,hydro,805.222
2026-09-19 19:20:00,oil,227.578
2026-09-19 19:20:00,anthracite,48.497
2026-09-19 19:20:00,solar,1093.143
2026-09-19 19:20:00,pumped,1633.927
2026-09-19 19:25:00,nuclear,25828.718
2026-09-19 19:25:00,bituminous_coal,21262.434
2026-09-19 19:25:00,lng,14468.984
2026-09-19 19:25:00,renewable,4515.829
2026-09-19 19:25:00,hydro,772.893
2026-09-19 19:25:00,oil,242.918
2026-09-19 19:25:00,anthracite,61.426
2026-09-19 19:25:00,solar,955.042
2026-09-19 19:25:00,pumped,1604.12
2026-09-19 19:30:00,nuclear,25718.165
2026-09-19 19:30:00,bituminous_coal,21163.231
2026-09-19 19:30:00,lng,14357.049
2026-09-19 19:30:00,renewable,4570.445
2026-09-19 19:30:00,hydro,743.479
2026-09-19 19:30:00,oil,216.908
2026-09-19 19:30:00,anthracite,117.984
2026-09-19 19:30:00,solar,817.676
2026-09-19 19:30:00,pumped,1574.025
2026-09-19 19:35:00,nuclear,25602.349
2026-09-19 19:35:00,bituminous_coal,21113.885
2026-09-19 19:35:00,lng,14315.413
2026-09-19 19:35:00,renewable,4495.753
2026-09-19 19:35:00,hydro,722.959
2026-09-19 19:35:00,oil,270.43
2026-09-19 19:35:00,anthracite,35.314
2026-09-19 19:35:00,solar,681.111
2026-09-19 19:35:00,pumped,1543.657
2026-09-19 19:40:00,nuclear,25500.92
2026-09-19 19:40:00,bituminous_coal,20990.05
2026-09-19 19:40:00,lng,14243.919
2026-09-19 19:40:00,renewable,4543.27
2026-09-19 19:40:00,hydro,793.565
2026-09-19 19:40:00,oil,189.036
2026-09-19 19:40:00,anthracite,123.368
2026-09-19 19:40:00,solar,545.412
2026-09-19 19:40:00,pumped,1513.03
2026-09-19 19:45:00,nuclear,25448.982
2026-09-19 19:45:00,bituminous_coal,20902.743
2026-09-19 19:45:00,lng,14189.621
2026-09-19 19:45:00,renewable,4493.597
2026-09-19 19:45:00,hydro,746.306
2026-09-19 19:45:00,oil,229.933
2026-09-19 19:45:00,anthracite,84.799
2026-09-19 19:45:00,solar,410.643
2026-09-19 19:45:00,pumped,1482.159
2026-09-19 19:50:00,nuclear,25351.891
2026-09-19 19:50:00,bituminous_coal,20871.222
2026-09-19 19:50:00,lng,14113.796
2026-09-19 19:50:00,renewable,4458.879
2026-09-19 19:50:00,hydro,780.817
2026-09-19 19:50:00,oil,255.249
2026-09-19 19:50:00,anthracite,30.057
2026-09-19 19:50:00,solar,276.869
2026-09-19 19:50:00,pumped,1451.059
2026-09-19 19:55:00,nuclear,25256.444
2026-09-19 19:55:00,bituminous_coal,20775.462
2026-09-19 19:55:00,lng,14070.764
2026-09-19 19:55:00,renewable,4444.924
2026-09-19 19:55:00,hydro,725.249
2026-09-19 19:55:00,oil,202.683
2026-09-19 19:55:00,anthracite,54.32
2026-09-19 19:55:00,solar,144.153
2026-09-19 19:55:00,pumped,1419.744
2026-09-19 20:00:00,nuclear,25114.062
2026-09-19 20:00:00,bituminous_coal,20675.91
2026-09-19 20:00:00,lng,14042.55
2026-09-19 20:00:00,renewable,4435.752
2026-09-19 20:00:00,hydro,694.539
2026-09-19 20:00:00,oil,255.987
2026-09-19 20:00:00,anthracite,104.053
2026-09-19 20:00:00,solar,12.558
2026-09-19 20:00:00,pumped,1388.229
2026-09-19 20:05:00,nuclear,25049.804
2026-09-19 20:05:00,bituminous_coal,20594.921
2026-09-19 20:05:00,lng,14022.338
2026-09-19 20:05:00,renewable,4436.543
2026-09-19 20:05:00,hydro,774.779
2026-09-19 20:05:00,oil,176.076
2026-09-19 20:05:00,anthracite,79.506
2026-09-19 20:05:00,solar,0.0
2026-09-19 20:05:00,pumped,1356.529
2026-09-19 20:10:00,nuclear,24934.243
2026-09-19 20:10:00,bituminous_coal,20474.913
2026-09-19 20:10:00,lng,13937.387
2026-09-19 20:10:00,renewable,4350.463
2026-09-19 20:10:00,hydro,752.935
2026-09-19 20:10:00,oil,186.996
2026-09-19 20:10:00,anthracite,40.332
2026-09-19 20:10:00,solar,0.0
2026-09-19 20:10:00,pumped,1324.659
2026-09-19 20:15:00,nuclear,24813.05
2026-09-19 20:15:00,bituminous_coal,20431.992
2026-09-19 20:15:00,lng,13881.921
2026-09-19 20:15:00,renewable,4329.041
2026-09-19 20:15:00,hydro,691.424
2026-09-19 20:15:00,oil,218.738
2026-09-19 20:15:00,anthracite,38.647
2026-09-19 20:15:00,solar,0.0
2026-09-19 20:15:00,pumped,1292.635
2026-09-19 20:20:00,nuclear,24653.768
2026-09-19 20:20:00,bituminous_coal,20317.023
2026-09-19 20:20:00,lng,13832.931
2026-09-19 20:20:00,renewable,4401.399
2026-09-19 20:20:00,hydro,698.341
2026-09-19 20:20:00,oil,194.451
2026-09-19 20:20:00,anthracite,89.507
2026-09-19 20:20:00,solar,0.0
2026-09-19 20:20:00,pumped,1260.472
2026-09-19 20:25:00,nuclear,24557.186
2026-09-19 20:25:00,bituminous_coal,20207.957
2026-09-19 20:25:00,lng,13744.09
2026-09-19 20:25:00,renewable,4345.562
2026-09-19 20:25:00,hydro,680.469
2026-09-19 20:25:00,oil,220.352
2026-09-19 20:25:00,anthracite,88.104
2026-09-19 20:25:00,solar,0.0
2026-09-19 20:25:00,pumped,1228.185
2026-09-19 20:30:00,nuclear,24490.754
2026-09-19 20:30:00,bituminous_coal,20106.236
2026-09-19 20:30:00,lng,13691.243
2026-09-19 20:30:00,renewable,4271.639
2026-09-19 20:30:00,hydro,769.333
2026-09-19 20:30:00,oil,253.628
2026-09-19 20:30:00,anthracite,27.896
2026-09-19 20:30:00,solar,0.0
2026-09-19 20:30:00,pumped,1195.789
2026-09-19 20:35:00,nuclear,24333.083
2026-09-19 20:35:00,bituminous_coal,20080.836
2026-09-19 20:35:00,lng,13660.182
2026-09-19 20:35:00,renewable,4292.983
2026-09-19 20:35:00,hydro,742.251
2026-09-19 20:35:00,oil,220.472
2026-09-19 20:35:00,anthracite,75.914
2026-09-19 20:35:00,solar,0.0
2026-09-19 20:35:00,pumped,1163.3
2026-09-19 20:40:00,nuclear,24222.304
2026-09-19 20:40:00,bituminous_coal,19964.415
2026-09-19 20:40:00,lng,13595.338
2026-09-19 20:40:00,renewable,4313.882
2026-09-19 20:40:00,hydro,691.951
2026-09-19 20:40:00,oil,216.338
2026-09-19 20:40:00,anthracite,111.131
2026-09-19 20:40:00,solar,0.0
2026-09-19 20:40:00,pumped,1130.734
2026-09-19 20:45:00,nuclear,24136.677
2026-09-19 20:45:00,bituminous_coal,19833.335
2026-09-19 20:45:00,lng,13444.669
2026-09-19 20:45:00,renewable,4283.676
2026-09-19 20:45:00,hydro,750.48
2026-09-19 20:45:00,oil,180.497
2026-09-19 20:45:00,anthracite,86.75
2026-09-19 20:45:00,solar,0.0
2026-09-19 20:45:00,pumped,1098.105
2026-09-19 20:50:00,nuclear,24048.9
2026-09-19 20:50:00,bituminous_coal,19746.088
2026-09-19 20:50:00,lng,13406.692
2026-09-19 20:50:00,renewable,4220.208
2026-09-19 20:50:00,hydro,712.719
2026-09-19 20:50:00,oil,187.616
2026-09-19 20:50:00,anthracite,72.881
2026-09-19 20:50:00,solar,0.0
2026-09-19 20:50:00,pumped,1065.429
2026-09-19 20:55:00,nuclear,23897.474
2026-09-19 20:55:00,bituminous_coal,19704.313
2026-09-19 20:55:00,lng,13329.284
2026-09-19 20:55:00,renewable,4261.239
2026-09-19 20:55:00,hydro,671.527
2026-09-19 20:55:00,oil,207.391
2026-09-19 20:55:00,anthracite,65.329
2026-09-19 20:55:00,solar,0.0
2026-09-19 20:55:00,pumped,1032.722
2026-09-19 21:00:00,nuclear,23830.451
2026-09-19 21:00:00,bituminous_coal,19592.711
2026-09-19 21:00:00,lng,13258.237
2026-09-19 21:00:00,renewable,4189.963
2026-09-19 21:00:00,hydro,673.376
2026-09-19 21:00:00,oil,213.715
2026-09-19 21:00:00,anthracite,110.453
2026-09-19 21:00:00,solar,0.0
2026-09-19 21:00:00,pumped,1000.0
2026-09-19 21:05:00,nuclear,23668.074
2026-09-19 21:05:00,bituminous_coal,19527.46
2026-09-19 21:05:00,lng,13210.519
2026-09-19 21:05:00,renewable,4195.134
2026-09-19 21:05:00,hydro,657.974
2026-09-19 21:05:00,oil,247.844
2026-09-19 21:05:00,anthracite,20.971
2026-09-19 21:05:00,solar,0.0
2026-09-19 21:05:00,pumped,967.278
2026-09-19 21:10:00,nuclear,23554.434
2026-09-19 21:10:00,bituminous_coal,19422.364
2026-09-19 21:10:00,lng,13182.504
2026-09-19 21:10:00,renewable,4126.951
2026-09-19 21:10:00,hydro,680.73
2026-09-19 21:10:00,oil,199.977
2026-09-19 21:10:00,anthracite,72.764
2026-09-19 21:10:00,solar,0.0
2026-09-19 21:10:00,pumped,934.571
2026-09-19 21:15:00,nuclear,23437.917
2026-09-19 21:15:00,bituminous_coal,19331.054
2026-09-19 21:15:00,lng,13095.591
2026-09-19 21:15:00,renewable,4182.839
2026-09-19 21:15:00,hydro,686.016
2026-09-19 21:15:00,oil,256.24
2026-09-19 21:15:00,anthracite,85.474
2026-09-19 21:15:00,solar,0.0
2026-09-19 21:15:00,pumped,901.895
2026-09-19 21:20:00,nuclear,23308.273
2026-09-19 21:20:00,bituminous_coal,19266.506
2026-09-19 21:20:00,lng,13094.033
2026-09-19 21:20:00,renewable,4100.987
2026-09-19 21:20:00,hydro,660.727
2026-09-19 21:20:00,oil,161.983
2026-09-19 21:20:00,anthracite,96.043
2026-09-19 21:20:00,solar,0.0
2026-09-19 21:20:00,pumped,869.266
2026-09-19 21:25:00,nuclear,23230.393
2026-09-19 21:25:00,bituminous_coal,19188.085
2026-09-19 21:25:00,lng,12994.35
2026-09-19 21:25:00,renewable,4103.273
2026-09-19 21:25:00,hydro,689.038
2026-09-19 21:25:00,oil,183.608
2026-09-19 21:25:00,anthracite,53.966
2026-09-19 21:25:00,solar,0.0
2026-09-19 21:25:00,pumped,836.7
2026-09-19 21:30:00,nuclear,23162.334
2026-09-19 21:30:00,bituminous_coal,19073.774
2026-09-19 21:30:00,lng,12903.886
2026-09-19 21:30:00,renewable,4087.887
2026-09-19 21:30:00,hydro,653.472
2026-09-19 21:30:00,oil,241.194
2026-09-19 21:30:00,anthracite,102.683
2026-09-19 21:30:00,solar,0.0
2026-09-19 21:30:00,pumped,804.211
2026-09-19 21:35:00,nuclear,23003.257
2026-09-19 21:35:00,bituminous_coal,18962.738
2026-09-19 21:35:00,lng,12856.191
2026-09-19 21:35:00,renewable,4095.696
2026-09-19 21:35:00,hydro,703.724
2026-09-19 21:35:00,oil,165.39
2026-09-19 21:35:00,anthracite,64.996
2026-09-19 21:35:00,solar,0.0
2026-09-19 21:35:00,pumped,771.815
2026-09-19 21:40:00,nuclear,22910.018
2026-09-19 21:40:00,bituminous_coal,18915.692
2026-09-19 21:40:00,lng,12852.339
2026-09-19 21:40:00,renewable,4006.669
2026-09-19 21:40:00,hydro,644.243
2026-09-19 21:40:00,oil,221.873
2026-09-19 21:40:00,anthracite,96.639
2026-09-19 21:40:00,solar,0.0
2026-09-19 21:40:00,pumped,739.528
2026-09-19 21:45:00,nuclear,22803.256
2026-09-19 21:45:00,bituminous_coal,18735.498
2026-09-19 21:45:00,lng,12790.763
2026-09-19 21:45:00,renewable,4006.412
2026-09-19 21:45:00,hydro,693.702
2026-09-19 21:45:00,oil,198.84
2026-09-19 21:45:00,anthracite,93.11
2026-09-19 21:45:00,solar,0.0
2026-09-19 21:45:00,pumped,707.365
2026-09-19 21:50:00,nuclear,22670.488
2026-09-19 21:50:00,bituminous_coal,18729.486
2026-09-19 21:50:00,lng,12660.326
2026-09-19 21:50:00,renewable,4018.108
2026-09-19 21:50:00,hydro,642.72
2026-09-19 21:50:00,oil,220.02
2026-09-19 21:50:00,anthracite,98.404
2026-09-19 21:50:00,solar,0.0
2026-09-19 21:50:00,pumped,675.341
2026-09-19 21:55:00,nuclear,22558.819
2026-09-19 21:55:00,bituminous_coal,18639.648
2026-09-19 21:55:00,lng,12656.962
2026-09-19 21:55:00,renewable,3984.862
2026-09-19 21:55:00,hydro,694.749
2026-09-19 21:55:00,oil,248.206
2026-09-19 21:55:00,anthracite,51.048
