ts,demand_mw
2026-09-19 21:30:00,68646.3
2026-09-19 21:35:00,67132.7
2026-09-19 21:40:00,67035.5
2026-09-19 21:45:00,67476.1
2026-09-19 21:50:00,66448.2
2026-09-19 21:55:00,66274.8
2026-09-19 22:00:00,65494.0
2026-09-19 22:05:00,65953.4
2026-09-19 22:10:00,65889.2
2026-09-19 22:15:00,65014.8
2026-09-19 22:20:00,65009.7
2026-09-19 22:25:00,65195.5
2026-09-19 22:30:00,64930.7
2026-09-19 22:35:00,63224.7
2026-09-19 22:40:00,63184.4
2026-09-19 22:45:00,64056.8
2026-09-19 22:50:00,63511.5
2026-09-19 22:55:00,63568.6
2026-09-19 23:00:00,62536.5
2026-09-19 23:05:00,62494.5
2026-09-19 23:10:00,62278.2
2026-09-19 23:15:00,61950.0
2026-09-19 23:20:00,61479.5
2026-09-19 23:25:00,61188.8
2026-09-19 23:30:00,60367.5
2026-09-19 23:35:00,60206.0
2026-09-19 23:40:00,60265.9
2026-09-19 23:45:00,59842.8
2026-09-19 23:50:00,60628.6
2026-09-19 23:55:00,59388.2
2026-09-20 00:00:00,60097.2
2026-09-20 00:05:00,59391.0
2026-09-20 00:10:00,58312.3
2026-09-20 00:15:00,58692.3
2026-09-20 00:20:00,58100.9
2026-09-20 00:25:00,59038.3
2026-09-20 00:30:00,57560.2
2026-09-20 00:35:00,58500.2
2026-09-20 00:40:00,58386.6
2026-09-20 00:45:00,56857.9
2026-09-20 00:50:00,57919.1
2026-09-20 00:55:00,57802.2
2026-09-20 01:00:00,56666.9
2026-09-20 01:05:00,56651.5
2026-09-20 01:10:00,57101.5
2026-09-20 01:15:00,56709.9
2026-09-20 01:20:00,57017.9
2026-09-20 01:25:00,57043.6
2026-09-20 01:30:00,56695.1
2026-09-20 01:35:00,55763.2
2026-09-20 01:40:00,55553.0
2026-09-20 01:45:00,55852.8
2026-09-20 01:50:00,55937.3
2026-09-20 01:55:00,55405.2
2026-09-20 02:00:00,55354.9
2026-09-20 02:05:00,55970.3
2026-09-20 02:10:00,55415.9
2026-09-20 02:15:00,56038.9
2026-09-20 02:20:00,54625.4
2026-09-20 02:25:00,55771.5
2026-09-20 02:30:00,55797.7
2026-09-20 02:35:00,54886.4
2026-09-20 02:40:00,54506.3
2026-09-20 02:45:00,54993.4
2026-09-20 02:50:00,54953.8
2026-09-20 02:55:00,54271.9
2026-09-20 03:00:00,55476.7
2026-09-20 03:05:00,55614.6
2026-09-20 03:10:00,55271.1
2026-09-20 03:15:00,54883.1
2026-09-20 03:20:00,55050.3
2026-09-20 03:25:00,55080.2
2026-09-20 03:30:00,55320.5
2026-09-20 03:35:00,54432.9
2026-09-20 03:40:00,55560.0
2026-09-20 03:45:00,55355.3
2026-09-20 03:50:00,55092.5
2026-09-20 03:55:00,54734.6
2026-09-20 04:00:00,55226.6
2026-09-20 04:05:00,56108.1
2026-09-20 04:10:00,55500.1
2026-09-20 04:15:00,56515.7
2026-09-20 04:20:00,56543.1
2026-09-20 04:25:00,55976.5
2026-09-20 04:30:00,55718.5
2026-09-20 04:35:00,55509.9
2026-09-20 04:40:00,56143.2
2026-09-20 04:45:00,56038.2
2026-09-20 04:50:00,56342.7
2026-09-20 04:55:00,57068.5
2026-09-20 05:00:00,57619.7
2026-09-20 05:05:00,57354.9
2026-09-20 05:10:00,57473.5
2026-09-20 05:15:00,56809.7
2026-09-20 05:20:00,57175.3
2026-09-20 05:25:00,57128.6
2026-09-20 05:30:00,58195.6
2026-09-20 05:35:00,59054.4
2026-09-20 05:40:00,58994.6
2026-09-20 05:45:00,58836.2
2026-09-20 05:50:00,59596.4
2026-09-20 05:55:00,59757.0
2026-09-20 06:00:00,58631.8
2026-09-20 06:05:00,59013.3
2026-09-20 06:10:00,60141.9
2026-09-20 06:15:00,59368.7
2026-09-20 06:20:00,59898.7
2026-09-20 06:25:00,60878.0
2026-09-20 06:30:00,61622.8
2026-09-20 06:35:00,60538.0
2026-09-20 06:40:00,61817.5
2026-09-20 06:45:00,61360.9
2026-09-20 06:50:00,62299.4
2026-09-20 06:55:00,62179.6
2026-09-20 07:00:00,62042.9
2026-09-20 07:05:00,63502.4
2026-09-20 07:10:00,62728.1
2026-09-20 07:15:00,62718.7
2026-09-20 07:20:00,63153.9
2026-09-20 07:25:00,64747.6
2026-09-20 07:30:00,63480.4
2026-09-20 07:35:00,64648.1
2026-09-20 07:40:00,65420.0
2026-09-20 07:45:00,65218.7
2026-09-20 07:50:00,65358.6
2026-09-20 07:55:00,66005.6
2026-09-20 08:00:00,65399.0
2026-09-20 08:05:00,66919.8
2026-09-20 08:10:00,66527.2
2026-09-20 08:15:00,67280.4
2026-09-20 08:20:00,67198.2
2026-09-20 08:25:00,67074.1
2026-09-20 08:30:00,67281.4
2026-09-20 08:35:00,67681.6
2026-09-20 08:40:00,68154.4
2026-09-20 08:45:00,68655.4
2026-09-20 08:50:00,68868.7
2026-09-20 08:55:00,69373.0
2026-09-20 09:00:00,70784.3
2026-09-20 09:05:00,69876.1
2026-09-20 09:10:00,70806.5
2026-09-20 09:15:00,71155.7
2026-09-20 09:20:00,71126.2
2026-09-20 09:25:00,70981.1
2026-09-20 09:30:00,71677.4
2026-09-20 09:35:00,72489.4
2026-09-20 09:40:00,72886.5
2026-09-20 09:45:00,73609.4
2026-09-20 09:50:00,73039.6
2026-09-20 09:55:00,72915.8
2026-09-20 10:00:00,74396.3
2026-09-20 10:05:00,74673.0
2026-09-20 10:10:00,75262.0
2026-09-20 10:15:00,74091.6
2026-09-20 10:20:00,75641.9
2026-09-20 10:25:00,76059.2
2026-09-20 10:30:00,75177.5
2026-09-20 10:35:00,75246.5
2026-09-20 10:40:00,75719.3
2026-09-20 10:45:00,76595.5
2026-09-20 10:50:00,77458.3
2026-09-20 10:55:00,77534.9
2026-09-20 11:00:00,77320.1
2026-09-20 11:05:00,77512.6
2026-09-20 11:10:00,78614.5
2026-09-20 11:15:00,78745.9
2026-09-20 11:20:00,78001.0
2026-09-20 11:25:00,79093.3
2026-09-20 11:30:00,79651.4
2026-09-20 11:35:00,79730.4
2026-09-20 11:40:00,78855.3
2026-09-20 11:45:00,80181.2
2026-09-20 11:50:00,80452.7
2026-09-20 11:55:00,80073.1
2026-09-20 12:00:00,80692.9
2026-09-20 12:05:00,81457.9
2026-09-20 12:10:00,81606.2
2026-09-20 12:15:00,81348.8
2026-09-20 12:20:00,81614.4
2026-09-20 12:25:00,81895.8
2026-09-20 12:30:00,81404.6
2026-09-20 12:35:00,81717.7
2026-09-20 12:40:00,82079.2
2026-09-20 12:45:00,81919.6
2026-09-20 12:50:00,82769.4
2026-09-20 12:55:00,82813.2
2026-09-20 13:00:00,83615.3
2026-09-20 13:05:00,82395.4
2026-09-20 13:10:00,83626.5
2026-09-20 13:15:00,82906.6
2026-09-20 13:20:00,83068.3
2026-09-20 13:25:00,83277.5
2026-09-20 13:30:00,83977.2
2026-09-20 13:35:00,84414.8
2026-09-20 13:40:00,84844.6
2026-09-20 13:45:00,84607.5
2026-09-20 13:50:00,84337.5
2026-09-20 13:55:00,84764.0
2026-09-20 14:00:00,84933.7
2026-09-20 14:05:00,83917.6
2026-09-20 14:10:00,83873.6
2026-09-20 14:15:00,85380.1
2026-09-20 14:20:00,85051.5
2026-09-20 14:25:00,85436.3
2026-09-20 14:30:00,85197.9
2026-09-20 14:35:00,84147.0
2026-09-20 14:40:00,85515.2
2026-09-20 14:45:00,84178.0
2026-09-20 14:50:00,85197.6
2026-09-20 14:55:00,85698.5
2026-09-20 15:00:00,84893.8
2026-09-20 15:05:00,85228.9
2026-09-20 15:10:00,84604.0
2026-09-20 15:15:00,85252.3
2026-09-20 15:20:00,84511.2
2026-09-20 15:25:00,85367.8
2026-09-20 15:30:00,85248.6
2026-09-20 15:35:00,85091.3
2026-09-20 15:40:00,84222.9
2026-09-20 15:45:00,83955.7
2026-09-20 15:50:00,85442.1
2026-09-20 15:55:00,85078.7
2026-09-20 16:00:00,84458.5
2026-09-20 16:05:00,84633.5
2026-09-20 16:10:00,84716.5
2026-09-20 16:15:00,83417.9
2026-09-20 16:20:00,84439.4
2026-09-20 16:25:00,83432.3
2026-09-20 16:30:00,84533.4
2026-09-20 16:35:00,83420.3
2026-09-20 16:40:00,83897.6
2026-09-20 16:45:00,84192.9
2026-09-20 16:50:00,84010.0
2026-09-20 16:55:00,82921.1
2026-09-20 17:00:00,82933.4
2026-09-20 17:05:00,83565.4
2026-09-20 17:10:00,82544.8
2026-09-20 17:15:00,82026.8
2026-09-20 17:20:00,83079.7
2026-09-20 17:25:00,82742.8
2026-09-20 17:30:00,82646.1
2026-09-20 17:35:00,81019.3
2026-09-20 17:40:00,81478.0
2026-09-20 17:45:00,80917.9
2026-09-20 17:50:00,80823.9
2026-09-20 17:55:00,81261.4
2026-09-20 18:00:00,80967.2
2026-09-20 18:05:00,79694.1
2026-09-20 18:10:00,80386.3
2026-09-20 18:15:00,80357.3
2026-09-20 18:20:00,79039.2
2026-09-20 18:25:00,79868.1
2026-09-20 18:30:00,78789.9
2026-09-20 18:35:00,79186.3
2026-09-20 18:40:00,78384.5
2026-09-20 18:45:00,78578.0
2026-09-20 18:50:00,78535.5
2026-09-20 18:55:00,77928.5
2026-09-20 19:00:00,76842.6
2026-09-20 19:05:00,76735.6
2026-09-20 19:10:00,76594.6
2026-09-20 19:15:00,77011.8
2026-09-20 19:20:00,76731.5
2026-09-20 19:25:00,75823.8
2026-09-20 19:30:00,75562.4
2026-09-20 19:35:00,75972.8
2026-09-20 19:40:00,75556.8
2026-09-20 19:45:00,75179.5
2026-09-20 19:50:00,73964.0
2026-09-20 19:55:00,73977.3
2026-09-20 20:00:00,73274.0
2026-09-20 20:05:00,72837.9
2026-09-20 20:10:00,73477.8
2026-09-20 20:15:00,73469.8
2026-09-20 20:20:00,72221.5
2026-09-20 20:25:00,71583.1
2026-09-20 20:30:00,72481.0
2026-09-20 20:35:00,71502.5
2026-09-20 20:40:00,71185.2
2026-09-20 20:45:00,71454.8
2026-09-20 20:50:00,70069.0
2026-09-20 20:55:00,70289.5
2026-09-20 21:00:00,70107.4
2026-09-20 21:05:00,69893.2
2026-09-20 21:10:00,69890.4
2026-09-20 21:15:00,68595.4
2026-09-20 21:20:00,68263.9
2026-09-20 21:25:00,67965.0
2026-09-20 21:30:00,67884.6
2026-09-20 21:35:00,68038.1
2026-09-20 21:40:00,66696.7
2026-09-20 21:45:00,66628.0
2026-09-20 21:50:00,66837.3
2026-09-20 21:55:00,67111.1
2026-09-20 22:00:00,65526.7
2026-09-20 22:05:00,65034.3
2026-09-20 22:10:00,66006.5
2026-09-20 22:15:00,65804.8
2026-09-20 22:20:00,64473.3
2026-09-20 22:25:00,65058.0
2026-09-20 22:30:00,63904.3
2026-09-20 22:35:00,64390.9
2026-09-20 22:40:00,63108.0
2026-09-20 22:45:00,63045.4
2026-09-20 22:50:00,62459.7
2026-09-20 22:55:00,62603.8
2026-09-20 23:00:00,62815.5
2026-09-20 23:05:00,62195.9
2026-09-20 23:10:00,61216.7
2026-09-20 23:15:00,61871.5
2026-09-20 23:20:00,61798.3
2026-09-20 23:25:00,61173.5
2026-09-20 23:30:00,61386.8
2026-09-20 23:35:00,60878.5
2026-09-20 23:40:00,60385.8
2026-09-20 23:45:00,59398.4
2026-09-20 23:50:00,59862.8
2026-09-20 23:55:00,60353.8
2026-09-21 00:00:00,59728.0
2026-09-21 00:05:00,58751.4
2026-09-21 00:10:00,58292.9
2026-09-21 00:15:00,58010.0
2026-09-21 00:20:00,59179.2
2026-09-21 00:25:00,58830.1
2026-09-21 00:30:00,58039.1
2026-09-21 00:35:00,57912.3
2026-09-21 00:40:00,57715.5
2026-09-21 00:45:00,57710.7
2026-09-21 00:50:00,57868.3
2026-09-21 00:55:00,57603.9
2026-09-21 01:00:00,56722.7
2026-09-21 01:05:00,56287.9
2026-09-21 01:10:00,55981.4
2026-09-21 01:15:00,56836.9
2026-09-21 01:20:00,56021.0
2026-09-21 01:25:00,56119.8
2026-09-21 01:30:00,56331.7
2026-09-21 01:35:00,56558.7
2026-09-21 01:40:00,56117.2
2026-09-21 01:45:00,55041.3
2026-09-21 01:50:00,55479.7
2026-09-21 01:55:00,55220.1
2026-09-21 02:00:00,55063.0
2026-09-21 02:05:00,55594.0
2026-09-21 02:10:00,54908.2
2026-09-21 02:15:00,55748.7
2026-09-21 02:20:00,54887.0
2026-09-21 02:25:00,54441.3
2026-09-21 02:30:00,54969.6
2026-09-21 02:35:00,54564.3
2026-09-21 02:40:00,54580.0
2026-09-21 02:45:00,54538.5
2026-09-21 02:50:00,54736.2
2026-09-21 02:55:00,54205.9
2026-09-21 03:00:00,55054.1
2026-09-21 03:05:00,55566.6
2026-09-21 03:10:00,54929.2
2026-09-21 03:15:00,54396.1
2026-09-21 03:20:00,54396.4
2026-09-21 03:25:00,54436.8
2026-09-21 03:30:00,55620.8
2026-09-21 03:35:00,55475.5
2026-09-21 03:40:00,55321.2
2026-09-21 03:45:00,55998.4
2026-09-21 03:50:00,55334.4
2026-09-21 03:55:00,54839.5
2026-09-21 04:00:00,54995.1
2026-09-21 04:05:00,56144.9
2026-09-21 04:10:00,55333.1
2026-09-21 04:15:00,55399.6
2026-09-21 04:20:00,55799.7
2026-09-21 04:25:00,56032.8
2026-09-21 04:30:00,56486.1
2026-09-21 04:35:00,56024.5
2026-09-21 04:40:00,57001.4
2026-09-21 04:45:00,55990.5
2026-09-21 04:50:00,56091.8
2026-09-21 04:55:00,56422.5
2026-09-21 05:00:00,57138.3
2026-09-21 05:05:00,57628.0
2026-09-21 05:10:00,58011.7
2026-09-21 05:15:00,58327.2
2026-09-21 05:20:00,57158.6
2026-09-21 05:25:00,57529.9
2026-09-21 05:30:00,58688.1
2026-09-21 05:35:00,58962.1
2026-09-21 05:40:00,57853.8
2026-09-21 05:45:00,59463.4
2026-09-21 05:50:00,58193.9
2026-09-21 05:55:00,59301.6
2026-09-21 06:00:00,59023.0
2026-09-21 06:05:00,59722.8
2026-09-21 06:10:00,60611.1
2026-09-21 06:15:00,59684.7
2026-09-21 06:20:00,60780.6
2026-09-21 06:25:00,61049.5
2026-09-21 06:30:00,60330.8
2026-09-21 06:35:00,60477.0
2026-09-21 06:40:00,61909.6
2026-09-21 06:45:00,61360.7
2026-09-21 06:50:00,61267.0
2026-09-21 06:55:00,62200.9
2026-09-21 07:00:00,61977.8
2026-09-21 07:05:00,63176.4
2026-09-21 07:10:00,63845.2
2026-09-21 07:15:00,62591.3
2026-09-21 07:20:00,63718.2
2026-09-21 07:25:00,63483.8
2026-09-21 07:30:00,64988.8
2026-09-21 07:35:00,63827.0
2026-09-21 07:40:00,64253.7
2026-09-21 07:45:00,65485.1
2026-09-21 07:50:00,64868.4
2026-09-21 07:55:00,65669.4
2026-09-21 08:00:00,66383.6
2026-09-21 08:05:00,66566.7
2026-09-21 08:10:00,67143.0
2026-09-21 08:15:00,66660.7
2026-09-21 08:20:00,67579.6
2026-09-21 08:25:00,68354.5
2026-09-21 08:30:00,67354.4
2026-09-21 08:35:00,68724.8
2026-09-21 08:40:00,68626.5
2026-09-21 08:45:00,69081.8
2026-09-21 08:50:00,69489.1
2026-09-21 08:55:00,70350.9
2026-09-21 09:00:00,70393.6
2026-09-21 09:05:00,70164.9
2026-09-21 09:10:00,70611.3
2026-09-21 09:15:00,70849.1
2026-09-21 09:20:00,71377.6
2026-09-21 09:25:00,72202.6
2026-09-21 09:30:00,72676.5
2026-09-21 09:35:00,71557.7
2026-09-21 09:40:00,73303.8
2026-09-21 09:45:00,73386.7
2026-09-21 09:50:00,73581.7
2026-09-21 09:55:00,73983.4
2026-09-21 10:00:00,74482.7
2026-09-21 10:05:00,74723.0
2026-09-21 10:10:00,74585.2
2026-09-21 10:15:00,74614.7
2026-09-21 10:20:00,75440.8
2026-09-21 10:25:00,74717.2
2026-09-21 10:30:00,75748.4
2026-09-21 10:35:00,76614.8
2026-09-21 10:40:00,76603.6
2026-09-21 10:45:00,77089.5
2026-09-21 10:50:00,76774.4
2026-09-21 10:55:00,77542.9
2026-09-21 11:00:00,77706.5
2026-09-21 11:05:00,77509.6
2026-09-21 11:10:00,77307.1
2026-09-21 11:15:00,78773.1
2026-09-21 11:20:00,79357.1
2026-09-21 11:25:00,79457.4
2026-09-21 11:30:00,79319.9
2026-09-21 11:35:00,79846.3
2026-09-21 11:40:00,79435.9
2026-09-21 11:45:00,80012.7
2026-09-21 11:50:00,80037.1
2026-09-21 11:55:00,79607.4
2026-09-21 12:00:00,80147.8
2026-09-21 12:05:00,81066.9
2026-09-21 12:10:00,80987.3
2026-09-21 12:15:00,80508.6
2026-09-21 12:20:00,80784.8
2026-09-21 12:25:00,81773.8
2026-09-21 12:30:00,81511.5
2026-09-21 12:35:00,81784.1
2026-09-21 12:40:00,81598.9
2026-09-21 12:45:00,82521.5
2026-09-21 12:50:00,82153.8
2026-09-21 12:55:00,82852.7
2026-09-21 13:00:00,83062.2
2026-09-21 13:05:00,82907.1
2026-09-21 13:10:00,82853.8
2026-09-21 13:15:00,83325.9
2026-09-21 13:20:00,83649.6
2026-09-21 13:25:00,83016.3
2026-09-21 13:30:00,83742.9
2026-09-21 13:35:00,83895.1
2026-09-21 13:40:00,83746.9
2026-09-21 13:45:00,84917.3
2026-09-21 13:50:00,83575.2
2026-09-21 13:55:00,84640.8
2026-09-21 14:00:00,83925.7
2026-09-21 14:05:00,84164.8
2026-09-21 14:10:00,84104.1
2026-09-21 14:15:00,84243.4
2026-09-21 14:20:00,84785.6
2026-09-21 14:25:00,84071.0
2026-09-21 14:30:00,84481.8
2026-09-21 14:35:00,85024.9
2026-09-21 14:40:00,84873.6
2026-09-21 14:45:00,84262.3
2026-09-21 14:50:00,84572.5
2026-09-21 14:55:00,85745.2
2026-09-21 15:00:00,85408.4
2026-09-21 15:05:00,85003.5
2026-09-21 15:10:00,85212.5
2026-09-21 15:15:00,84929.9
2026-09-21 15:20:00,84732.7
2026-09-21 15:25:00,85602.8
2026-09-21 15:30:00,84658.0
2026-09-21 15:35:00,84608.7
2026-09-21 15:40:00,85133.4
2026-09-21 15:45:00,85441.1
2026-09-21 15:50:00,83971.9
2026-09-21 15:55:00,85261.0
2026-09-21 16:00:00,84800.4
2026-09-21 16:05:00,84064.0
2026-09-21 16:10:00,84246.3
2026-09-21 16:15:00,84365.4
2026-09-21 16:20:00,83834.5
2026-09-21 16:25:00,83661.6
2026-09-21 16:30:00,83859.9
2026-09-21 16:35:00,83650.1
2026-09-21 16:40:00,84124.5
2026-09-21 16:45:00,82811.5
2026-09-21 16:50:00,83673.6
2026-09-21 16:55:00,83779.6
2026-09-21 17:00:00,83591.2
2026-09-21 17:05:00,82596.7
2026-09-21 17:10:00,81925.7
2026-09-21 17:15:00,82670.1
2026-09-21 17:20:00,82111.1
2026-09-21 17:25:00,82234.7
2026-09-21 17:30:00,81230.6
2026-09-21 17:35:00,81790.5
2026-09-21 17:40:00,80976.1
2026-09-21 17:45:00,81863.0
2026-09-21 17:50:00,81335.7
2026-09-21 17:55:00,80314.6
2026-09-21 18:00:00,81133.5
2026-09-21 18:05:00,80084.8
2026-09-21 18:10:00,80477.7
2026-09-21 18:15:00,80689.8
2026-09-21 18:20:00,79387.6
2026-09-21 18:25:00,79048.1
2026-09-21 18:30:00,79674.9
2026-09-21 18:35:00,78374.8
2026-09-21 18:40:00,77906.6
2026-09-21 18:45:00,77644.1
2026-09-21 18:50:00,78772.1
2026-09-21 18:55:00,77428.0
2026-09-21 19:00:00,76772.9
2026-09-21 19:05:00,76435.2
2026-09-21 19:10:00,77058.4
2026-09-21 19:15:00,76104.4
2026-09-21 19:20:00,76360.0
2026-09-21 19:25:00,76427.6
2026-09-21 19:30:00,76082.9
2026-09-21 19:35:00,75235.1
2026-09-21 19:40:00,75847.1
2026-09-21 19:45:00,74245.5
2026-09-21 19:50:00,74379.1
2026-09-21 19:55:00,73765.0
2026-09-21 20:00:00,74164.0
2026-09-21 20:05:00,73305.9
2026-09-21 20:10:00,73516.7
2026-09-21 20:15:00,72334.2
2026-09-21 20:20:00,72279.9
2026-09-21 20:25:00,72150.0
2026-09-21 20:30:00,71576.6
2026-09-21 20:35:00,71538.0
2026-09-21 20:40:00,71211.3
2026-09-21 20:45:00,70264.2
2026-09-21 20:50:00,70179.6
2026-09-21 20:55:00,70181.0
2026-09-21 21:00:00,70612.6
2026-09-21 21:05:00,69796.9
2026-09-21 21:10:00,69918.2
2026-09-21 21:15:00,69739.5
2026-09-21 21:20:00,68506.6
2026-09-21 21:25:00,67652.3
2026-09-21 21:30:00,68219.9
2026-09-21 21:35:00,68398.6
2026-09-21 21:40:00,67696.2
2026-09-21 21:45:00,66421.5
2026-09-21 21:50:00,67231.0
2026-09-21 21:55:00,66751.3
2026-09-21 22:00:00,66461.7
2026-09-21 22:05:00,65510.9
2026-09-21 22:10:00,64818.4
2026-09-21 22:15:00,65144.8
2026-09-21 22:20:00,65397.2
2026-09-21 22:25:00,64822.5
2026-09-21 22:30:00,63534.5
2026-09-21 22:35:00,64217.4
2026-09-21 22:40:00,63136.2
2026-09-21 22:45:00,62646.4
2026-09-21 22:50:00,62430.4
2026-09-21 22:55:00,62722.8
2026-09-21 23:00:00,63028.1
2026-09-21 23:05:00,62109.3
2026-09-21 23:10:00,61964.8
2026-09-21 23:15:00,61479.8
2026-09-21 23:20:00,61534.9
2026-09-21 23:25:00,61840.9
2026-09-21 23:30:00,61076.6
2026-09-21 23:35:00,60526.4
2026-09-21 23:40:00,59995.0
2026-09-21 23:45:00,60255.2
2026-09-21 23:50:00,60428.2
2026-09-21 23:55:00,59039.0
2026-09-22 00:00:00,59510.8
2026-09-22 00:05:00,58685.1
2026-09-22 00:10:00,59005.0
2026-09-22 00:15:00,58159.8
2026-09-22 00:20:00,58227.2
2026-09-22 00:25:00,58721.9
2026-09-22 00:30:00,58654.4
2026-09-22 00:35:00,58568.4
2026-09-22 00:40:00,57734.1
2026-09-22 00:45:00,58217.8
2026-09-22 00:50:00,57827.6
2026-09-22 00:55:00,57101.1
2026-09-22 01:00:00,57389.8
2026-09-22 01:05:00,57440.3
2026-09-22 01:10:00,57147.9
2026-09-22 01:15:00,57004.9
2026-09-22 01:20:00,56763.9
2026-09-22 01:25:00,55609.8
2026-09-22 01:30:00,56073.9
2026-09-22 01:35:00,56348.7
2026-09-22 01:40:00,55694.1
2026-09-22 01:45:00,56278.4
2026-09-22 01:50:00,55042.7
2026-09-22 01:55:00,55242.4
2026-09-22 02:00:00,56295.2
2026-09-22 02:05:00,54803.3
2026-09-22 02:10:00,55815.3
2026-09-22 02:15:00,54828.3
2026-09-22 02:20:00,55538.9
2026-09-22 02:25:00,54865.4
2026-09-22 02:30:00,54597.1
2026-09-22 02:35:00,54769.6
2026-09-22 02:40:00,54910.8
2026-09-22 02:45:00,54393.3
2026-09-22 02:50:00,55716.6
2026-09-22 02:55:00,54730.7
2026-09-22 03:00:00,54318.3
2026-09-22 03:05:00,55284.4
2026-09-22 03:10:00,55047.2
2026-09-22 03:15:00,55663.6
2026-09-22 03:20:00,55270.0
2026-09-22 03:25:00,54915.3
2026-09-22 03:30:00,55335.5
2026-09-22 03:35:00,54382.1
2026-09-22 03:40:00,54644.7
2026-09-22 03:45:00,55524.5
2026-09-22 03:50:00,55975.0
2026-09-22 03:55:00,55312.2
2026-09-22 04:00:00,54917.3
2026-09-22 04:05:00,56335.5
2026-09-22 04:10:00,55097.6
2026-09-22 04:15:00,55118.5
2026-09-22 04:20:00,56181.8
2026-09-22 04:25:00,55912.6
2026-09-22 04:30:00,55848.8
2026-09-22 04:35:00,56674.8
2026-09-22 04:40:00,56369.7
2026-09-22 04:45:00,55910.3
2026-09-22 04:50:00,57083.4
2026-09-22 04:55:00,57293.8
2026-09-22 05:00:00,57392.2
2026-09-22 05:05:00,56935.3
2026-09-22 05:10:00,57427.6
2026-09-22 05:15:00,57943.5
2026-09-22 05:20:00,57746.4
2026-09-22 05:25:00,57433.1
2026-09-22 05:30:00,57556.8
2026-09-22 05:35:00,58149.0
2026-09-22 05:40:00,59062.4
2026-09-22 05:45:00,58199.4
2026-09-22 05:50:00,58684.0
2026-09-22 05:55:00,59392.6
2026-09-22 06:00:00,59877.4
2026-09-22 06:05:00,59621.3
2026-09-22 06:10:00,60223.1
2026-09-22 06:15:00,60702.0
2026-09-22 06:20:00,60951.3
2026-09-22 06:25:00,60121.6
2026-09-22 06:30:00,61298.8
2026-09-22 06:35:00,61549.5
2026-09-22 06:40:00,60726.4
2026-09-22 06:45:00,61233.1
2026-09-22 06:50:00,61392.0
2026-09-22 06:55:00,62229.0
2026-09-22 07:00:00,62089.1
2026-09-22 07:05:00,63248.9
2026-09-22 07:10:00,63201.2
2026-09-22 07:15:00,62869.5
2026-09-22 07:20:00,63083.2
2026-09-22 07:25:00,63363.8
2026-09-22 07:30:00,63981.8
2026-09-22 07:35:00,64885.7
2026-09-22 07:40:00,64810.3
2026-09-22 07:45:00,64970.8
2026-09-22 07:50:00,64936.5
2026-09-22 07:55:00,66248.0
2026-09-22 08:00:00,65508.8
2026-09-22 08:05:00,65693.5
2026-09-22 08:10:00,67116.7
2026-09-22 08:15:00,67619.9
2026-09-22 08:20:00,67682.1
2026-09-22 08:25:00,67238.7
2026-09-22 08:30:00,68637.2
2026-09-22 08:35:00,68291.4
2026-09-22 08:40:00,67913.6
